parallax,phot_g_mean_mag,bp_rp
73.20776767623718,12.359634,3.140502
73.10838613250678,13.999207,3.6743755
73.06209239932777,9.650931,2.0264025
72.97333539774851,8.694069,2.0427523
72.95158681123607,15.399544,1.1694622
72.89317383769793,8.950713,1.9234886
72.8736516789904,10.793456,2.4520216
72.86378758599548,8.125107,1.6498718
72.85383430610172,7.116921,1.1104383
72.72651821640673,11.628933,2.7941074
72.69998812663229,9.986136,2.150856
72.68153890632328,11.915672,2.808919
72.64189108452184,5.878327,0.9170017
72.63052496463385,17.217173,4.841571
72.61418311987062,10.612707,2.7148342
72.51669209892496,2.9429574,1.2568743
72.32443281623743,11.586485,2.7238092
72.26642305254668,10.865707,2.7809935
72.17340591451902,9.218808,1.9420176
72.12030429452771,8.691554,1.8873534
72.07483249411429,14.630174,4.06769
72.06985722170116,12.2748165,2.8493834
72.00696109116399,4.866588,0.7958617
72.00423705033546,12.655272,3.264143
71.90405948836667,10.727077,2.598322
71.83697877936342,4.1410933,0.7577951
71.82205959553683,9.371755,2.0698729
71.79602401004205,13.07543,3.2883177
71.75919737351279,10.7607975,2.5173864
71.75052791922663,6.8202105,1.1242123
71.73695812719225,13.885518,3.5962563
71.7258931472584,6.884861,1.1301222
71.71549886049584,9.308386,2.0832872
71.70433964545545,11.175619,2.6768131
71.68362711449726,10.13141,2.3553448
71.65856556711978,10.243402,2.284031
71.60475602761157,14.552517,4.0725117
71.54468667741052,11.592437,2.7325182
71.51337413216177,12.873695,3.1079645
71.49516298997698,10.570074,2.5399284
71.47092433164933,12.516478,2.8055487
71.46559757077088,11.369082,2.8117561
71.43370405378651,3.8014393,0.7217684
71.3226505150266,9.5181875,2.0434427
71.31211537551617,12.290781,2.8185244
71.26068173659779,9.787544,2.3944416
71.23393039944308,10.176725,2.32436
71.21640847108424,9.708674,2.2714777
71.16201364456924,15.840613,4.8166027
71.11912568785725,11.570688,2.78084
71.11056721765688,11.858226,2.9004145
71.09384614454987,5.2305317,0.80575466
71.07799890467766,7.6912794,1.5128102
71.0495312450317,12.280304,2.9296656
71.03228543821585,6.889849,1.1492252
71.02372934032408,11.551807,2.6496477
71.00889596182354,6.634122,1.1120925
70.99235553163828,8.334735,1.6972003
70.96842537636431,10.5571375,2.4778194
70.89594596323808,13.604942,3.4746265
70.8793049316243,7.507833,1.3711414
70.87696282292809,11.782016,2.799405
70.86986317489459,11.993692,2.7644386
70.83755933851121,15.838033,0.7464924
70.75298153219886,9.658678,2.5183163
70.73714672122247,5.327651,0.81707716
70.73346293240992,10.278985,2.6688032
70.70095856863598,5.908112,1.1863203
70.69322170119487,13.226322,3.4028444
70.67922356119885,9.602647,2.2258358
70.6194625207145,8.615115,1.887682
70.59523619473788,10.101377,2.3904028
70.5719536538671,12.634542,3.077076
70.50773123988075,14.638093,4.049389
70.49211505889951,12.5706415,3.0843916
70.46108296886416,11.895596,2.8163977
70.32487493126503,9.732934,2.255247
70.32196073686148,7.191345,1.2306271
70.31531672603114,13.801874,3.5732508
70.27489246720906,9.142377,2.03222
70.14918636878136,8.254614,1.6673241
70.14074610655817,13.262562,3.298314
70.13347528858606,8.269603,1.6074495
70.11389784607175,10.335732,2.5906544
70.06318569503301,12.550216,2.961876
70.0458650896813,4.3308682,0.6453371
70.04294232459516,13.990478,3.4701252
70.04028478108923,11.748698,2.636055
69.95970246803437,10.34706,2.4650555
69.89209281722201,9.174616,2.0159492
69.88824856836183,13.571757,3.504158
69.87976374734684,13.2207575,3.1897707
69.84040265582338,11.051433,2.7742996
69.83235108346754,11.076443,2.5420942
69.82066562861976,13.551671,3.813798
69.81895733666657,12.04221,2.8931103
69.8118232098534,12.54375,3.001564
69.67002188747037,16.392456,4.6253195
69.64054505311043,6.461159,0.94485474
69.63745120606852,12.854803,2.908185
69.63528953415874,11.877724,2.9277658
69.6347621344647,15.408278,4.572423
69.597553957676,3.1779127,1.1867034
69.58833270655519,10.848555,2.6172352
69.56114237849611,9.080015,1.9740858
69.51431432523292,8.871369,1.9177771
69.46895503742745,13.559401,3.4002028
69.45645656879874,12.793371,3.0577974
69.44139909126426,14.551776,0.58574677
69.38747579869145,10.51338,2.2978659
69.29756275876402,11.013422,2.362587
69.28321399452818,5.069048,0.8121557
69.2575995687921,5.4989767,0.804358
69.25664440676091,8.713564,1.7357664
69.21243099560381,13.098176,3.2629318
69.2023509827166,12.464527,2.862008
69.136383508707,7.311935,1.257122
69.13370110201318,10.608786,2.4039812
69.124684541167,10.383362,2.6266518
69.10021883022301,12.069628,2.8574934
69.06857806595082,3.9172292,0.6969216
69.035076472839,12.767264,2.9176874
69.02191753525649,10.18349,2.4144945
69.00754706273695,13.497718,3.2634897
69.00689209024877,14.536796,3.9333239
68.9911960837904,14.716221,0.62082195
68.97624534092085,8.7874155,1.8920965
68.97093599378836,9.835275,2.1809082
68.96220001044249,12.75257,3.196991
68.95161770569291,6.7498126,1.1187539
68.94932895651257,15.223379,4.4898434
68.93347739427585,15.017324,4.3112392
68.93028118372844,9.132903,1.9275532
68.92078639119555,13.897119,3.6525612
68.85061524376745,8.020257,1.558785
68.81207229565997,10.498154,2.4064665
68.76616259697118,7.543094,1.3481946
68.73564590379422,8.085915,1.577672
68.70090469606878,12.43448,3.0258732
68.65744017176424,13.703457,3.49224
68.60997988235447,10.250556,2.517766
68.60515374737554,8.262672,1.6406274
68.59075963795857,4.8501883,0.7080183
68.58196057048296,8.416762,1.7068429
68.56166015602032,12.234882,3.1253424
68.55754109923836,5.2098746,0.8206105
68.55541416150001,12.6199,2.8522387
68.47236155264955,9.994882,2.2136555
68.46584067822842,13.852827,3.524805
68.45550194489144,12.241785,2.8903618
68.45044122753534,10.37806,2.4762363
68.4141911114458,6.484982,1.196806
68.41400014511353,12.209174,2.7082644
68.38926230647178,12.648504,3.065548
68.33983935195869,13.445031,3.3975306
68.33702615446357,4.030625,0.59458065
68.29864790496704,12.996782,3.2295284
68.26935003550837,16.104847,4.6395283
68.24771544409246,13.013686,3.2238388
68.21401263922408,11.658877,2.7756414
68.18113517688056,13.808198,3.4887075
68.18066164841109,12.648698,3.1660852
68.15574658958347,6.1799154,0.90219593
68.15547717234477,16.314335,1.490633
68.12178340399474,15.313112,4.4441032
68.11609120046371,11.1300335,2.8257837
68.08475062300936,11.0793705,2.5374851
68.08463937366406,8.371856,1.727673
68.04195101183048,14.124896,0.4572935
68.03336375534937,10.552906,2.1702547
68.02437179464543,4.800438,0.80515003
68.01866753795035,11.7370825,2.766675
68.00099930164292,3.120973,0.50758815
67.9335016849359,8.457596,1.7276907
67.8820967236646,13.611773,3.3328743
67.87941634391845,16.546818,1.7027569
67.84669435693799,5.48217,0.8367486
67.84333793843794,7.658037,1.3662348
67.80068788037818,6.468442,1.0571728
67.76173440284941,14.384546,3.77112
67.6743342414237,9.027057,1.6715164
67.65457338769673,15.906145,4.8306704
67.62125670948608,13.14167,3.2153263
67.61139856202719,14.066806,3.69664
67.60088721844436,11.674985,2.6221266
67.60073784021641,5.7004476,0.8525076
67.54648447599624,11.363881,2.706684
67.54092303053194,11.382801,2.592926
67.52906109014079,14.880702,0.62922
67.523956706877,11.164163,2.4552498
67.52160151805477,15.592953,0.8968487
67.50016953111843,6.8949704,1.0830588
67.44689289916005,6.866891,1.0538516
67.40845955050386,11.536574,-0.2754326
67.40577870662803,13.792915,0.047530174
67.39569898341831,7.8316374,1.4823971
67.38809258793555,13.051263,3.2650003
67.35385415177373,14.848741,0.6850052
67.33308290357063,6.690593,1.0992279
67.3023587798894,14.51622,0.5812311
67.28757860500104,11.490692,2.9244118
67.27427994438214,9.406731,2.4292412
67.27383997777498,15.724944,4.8694677
67.26273859267363,12.674611,2.9220695
67.23260439672681,9.143939,2.0577087
67.21234716183032,13.36496,3.3892984
67.14120107780762,5.1740646,0.77946234
67.1388993676002,15.268338,4.4655876
67.10138026989291,10.325614,2.2694492
67.06843606389471,14.5823345,3.9109087
67.01526888035684,4.9713717,0.90421486
66.99581320003026,5.2049575,0.84054756
66.99194426467628,11.354325,3.006712
66.9915788769574,11.112102,2.7207966
66.98198420998216,12.462189,2.8696117
66.92957618058003,14.123999,4.0896873
66.92910252686589,13.425289,3.1287556
66.91362380080965,10.711198,2.6102238
66.8903036069997,12.203976,2.8261662
66.8827127039656,4.772147,0.7007799
66.87752433502216,11.349645,2.4395103
66.85733766272052,3.635856,0.5394423
66.84477938239907,9.273227,2.025219
66.83138578248342,13.197576,3.1145678
66.82874472085788,12.653936,3.030984
66.76962847793135,3.946629,0.4981413
66.76079149126079,12.228875,3.054634
66.7255813106135,11.240654,2.7810097
66.71536126267922,13.193779,3.1891136
66.7144132277478,11.2144985,2.7516813
66.60487036725706,11.548417,2.5890436
66.60378617091048,16.120186,4.8749504
66.57328719787061,12.973417,3.065156
66.5535331063445,9.396831,2.2391472
66.55190508428099,11.341636,2.660821
66.54279042104358,11.074745,2.5879803
66.53645968258839,11.276606,2.4823084
66.51628734702223,12.019874,2.7030344
66.50946818877851,16.443058,1.5276613
66.49428083766021,8.983372,1.8939476
66.48567490057262,13.076926,3.1423988
66.48265646041662,15.530938,4.5818815
66.47497274909824,11.452647,2.5099554
66.47070776146106,16.185328,1.4253864
66.46255615107758,7.8166437,1.4962926
66.45450511974344,13.516981,3.4489145
66.45087121691725,5.6450467,0.80877495
66.44258656057254,11.476436,2.832347
66.43895039928066,13.465508,3.1002274
66.43275181674146,11.078279,2.9408302
66.36663573327061,8.415902,1.6417842
66.33736498085949,8.898232,1.8908434
66.31097257722519,8.296116,1.9317946
66.24912169790105,12.130782,2.82864
66.23240646944261,13.867133,3.5419416
66.2178950666151,13.4894495,3.4271545
66.20519427385788,10.501047,2.539195
66.20098000547034,8.941061,1.7971792
66.17350999369329,15.280889,4.5555706
66.15525285375465,12.385562,2.9553623
66.14686931896217,6.1073637,0.92770433
66.13431368637599,10.478532,2.3391628
66.11036115185362,15.615121,1.1504936
66.08551390746764,11.335498,2.642887
66.07052003399826,10.683944,2.5614262
