phot_g_mean_mag,parallax,bp_rp
15.933097,5.077648489056532,2.3229132
14.91114,10.874947506227555,2.47087
17.058472,5.632236114333108,2.7321415
16.612904,5.951007606831696,2.6226683
12.366912,5.499742232449511,1.1376476
16.491243,8.40242411813627,2.7974215
15.256416,5.980793006285936,2.2223434
19.570902,5.572152879688694,0.43071556
15.440086,5.142494237533998,2.2666626
17.525114,6.7063415693411175,3.0887775
17.989666,12.560970260416637,0.35126495
10.63292,5.087838065838735,0.69035435
16.828966,5.029660019818574,3.0716906
14.22365,7.456577058159483,2.1285105
15.172213,9.34489072046135,2.5434427
15.66167,8.522989481212104,2.6393862
17.68897,6.063714189499921,-0.24184227
14.801367,6.380446278849909,2.174631
12.316883,16.44951837578033,2.0345602
14.344938,6.637886628435184,2.0568686
17.479969,5.005416718613438,2.9526768
18.4129,6.4102382733643015,3.3068333
18.597458,7.398675185619215,3.3066673
11.85272,6.846949003891027,1.0752325
16.469053,5.803335841336865,2.7664309
14.943231,10.23323226438099,2.4109411
18.77183,5.278031153761575,3.1382198
10.731434,9.596991335317004,1.0068369
14.591896,7.675058877405717,2.2556124
18.488676,13.501369887665255,3.8452568
18.609076,6.601026574981099,3.3191662
14.285272,8.021127159977523,2.1696577
15.78528,15.022838446763048,2.9460354
16.422846,5.921039470426784,2.6618967
16.433178,6.4769742850661975,2.5608606
14.847128,6.6388771004812535,1.9702444
17.983557,6.11265549772395,3.0259762
18.757154,6.399032317862354,3.3292255
13.966524,8.483793281859292,2.017951
17.017965,8.154650253150113,2.8064642
16.94639,7.4738350149223525,2.9686527
18.156212,5.566535750355102,1.1044178
14.968637,6.1362077043808405,2.1367865
15.761514,5.426633854964639,2.4520817
15.843724,5.632067423077619,2.4599953
10.978093,6.294702787687377,0.85805035
18.878971,6.5351202287834065,3.3034954
15.167035,8.889525010322574,2.3942032
15.313521,21.84531548458785,3.1168175
14.86161,5.0544820672343915,2.0052052
15.377913,11.017331111072906,2.5644026
14.350113,6.423930771315413,1.9887886
13.136468,9.396434634571014,1.8961363
17.30374,5.451198402146806,2.7920227
16.124958,5.846966003010863,2.4828959
16.357582,7.693538859052364,2.68159
17.855484,6.078751546623578,2.951908
18.101288,6.7381571691665405,3.4183598
16.801958,6.408272280515275,2.864726
18.596237,7.6006707695231945,3.6733875
18.199883,5.5912281928387735,3.1619205
16.377645,7.148228429426158,2.8462687
17.71067,6.684508549553841,2.8254356
17.822046,11.045374073014246,3.4930782
17.674395,8.221854912366494,3.2856178
8.856775,8.015268145335412,0.6981211
15.1230135,5.193001878922511,2.2302952
17.058796,5.285557490735056,2.4899435
16.48348,5.873819427539236,2.5156689
10.367369,5.846376119663259,0.6909847
17.489786,7.771210245319865,2.9472103
13.571543,6.060551697787627,1.6413317
15.782999,6.812925201466364,2.3597603
16.425394,6.892633578768833,2.643279
16.906559,8.622915468344626,3.085678
17.585684,5.528285619071395,3.0775623
17.57364,5.771169675752021,3.014595
13.961039,5.9834090113297815,1.8056145
11.35368,7.604606081002133,0.99337864
17.499392,6.676352124451679,3.1035194
10.046761,6.573367048737183,0.6833849
9.795676,6.439636751203853,0.65565205
14.53474,9.739233543430583,2.3765497
13.5506525,10.584217571482078,2.034727
16.21926,7.820212281710229,2.598628
16.455421,5.631191493668632,2.6245346
17.540367,5.443208431865219,2.9347248
17.105854,5.765167187333913,2.5274944
17.195435,7.721452473745991,3.012412
15.882468,7.908818323627492,2.4785442
14.151541,5.013070653138535,1.7155037
16.236034,6.083238661078761,2.58533
16.345161,7.980880763182901,2.5526743
15.8558,6.843478625469258,2.8466349
17.448874,6.986892476388663,2.8954754
11.748655,6.966027228181125,1.1463566
14.198644,12.518545706491087,2.4522276
14.591722,6.380416499016718,2.2221174
19.111183,5.288716048226785,0.23739243
16.932837,8.561590398157334,2.877122
14.44675,5.289302017800119,2.0501738
16.853868,8.634920208700308,2.834035
11.485968,7.632607435248134,1.0821648
16.96755,7.904430069377138,2.8458643
16.234419,7.829235557674279,2.7067194
18.32145,7.119679018043375,3.4894886
17.448645,5.571658820408645,2.926159
18.310907,5.68869802327296,3.2621002
15.284901,5.118612845726828,2.0284567
15.654327,6.413192684366327,2.6073084
14.763488,5.561500951625831,2.2090282
16.945463,5.046763614820596,2.9841986
14.698152,5.171188858232687,2.0301943
17.357405,5.777315227231009,3.2163372
16.389906,6.880529993322479,2.6054583
17.110754,5.069587817296055,2.728714
16.760992,9.826446412971372,2.8756742
16.346285,6.172518856590613,2.4033976
17.801817,5.074680958575623,2.9593163
15.533484,5.270119641392824,2.3555307
